PatientID,Veterinary_Group,BirthDate,Breed,Insurance_status,Date_of_neuter,Age_at_neuter_months,Neuter_Early,Neuter_Later_01,Comorbidity,Umbilical_hernia,Skin_disorder,Ear_disorder,Urogenital_disorder,Date of UI diagnosis,Age_at_UI,Time_Neuter_to_UI,UI_01,Final_EPR_Date,Follow_up_time_years,Time_interval,UI,Cens,Cens_wt
13,3,22/08/2012,English Springer Spaniel,1,25/01/2013,5.13,Early,0,1,0,1,0,0,20/06/2015,2.8,876,1,,2.6,1,0,0,1
13,3,22/08/2012,English Springer Spaniel,1,25/01/2013,5.13,Early,0,1,0,1,0,0,20/06/2015,2.8,876,1,,2.6,2,1,,1
13,3,22/08/2012,English Springer Spaniel,1,25/01/2013,5.13,Early,0,1,0,1,0,0,20/06/2015,2.8,876,1,,2.6,3,,1,1
13,3,22/08/2012,English Springer Spaniel,1,25/01/2013,5.13,Early,0,1,0,1,0,0,20/06/2015,2.8,876,1,,2.6,4,,1,1
984,2,15/05/2011,Shih-tzu,0,19/10/2011,5.16,Early,0,1,1,0,0,0,,,,0,02/05/2023,8.2,1,0,0,1.156720887
984,2,15/05/2011,Shih-tzu,0,19/10/2011,5.16,Early,0,1,1,0,0,0,,,,0,02/05/2023,8.2,2,0,0,1.156720887
984,2,15/05/2011,Shih-tzu,0,19/10/2011,5.16,Early,0,1,1,0,0,0,,,,0,02/05/2023,8.2,3,0,0,1.156720887
984,2,15/05/2011,Shih-tzu,0,19/10/2011,5.16,Early,0,1,1,0,0,0,,,,0,02/05/2023,8.2,4,0,0,1.156720887
144,2,05/10/2012,Dalmatian,0,11/03/2013,5.16,Early,0,0,0,0,0,0,29/05/2015,2.7,809,1,,2.4,1,0,0,1
144,2,05/10/2012,Dalmatian,0,11/03/2013,5.16,Early,0,0,0,0,0,0,29/05/2015,2.7,809,1,,2.4,2,1,,1
144,2,05/10/2012,Dalmatian,0,11/03/2013,5.16,Early,0,0,0,0,0,0,29/05/2015,2.7,809,1,,2.4,3,,1,1
144,2,05/10/2012,Dalmatian,0,11/03/2013,5.16,Early,0,0,0,0,0,0,29/05/2015,2.7,809,1,,2.4,4,,1,1
36,0,04/04/2012,Pomeranian,0,08/09/2012,5.16,Early,0,0,0,0,0,0,,,,0,01/07/2013,1,1,0,0,1.030233567
36,0,04/04/2012,Pomeranian,0,08/09/2012,5.16,Early,0,0,0,0,0,0,,,,0,01/07/2013,1,2,,1,1.030233567
36,0,04/04/2012,Pomeranian,0,08/09/2012,5.16,Early,0,0,0,0,0,0,,,,0,01/07/2013,1,3,,1,1.030233567
36,0,04/04/2012,Pomeranian,0,08/09/2012,5.16,Early,0,0,0,0,0,0,,,,0,01/07/2013,1,4,,1,1.030233567
514,0,07/05/2010,Staffordshire Bull Terrier,0,11/10/2010,5.16,Early,0,0,0,0,0,0,,,,0,30/07/2014,4,1,0,0,1.115885182
514,0,07/05/2010,Staffordshire Bull Terrier,0,11/10/2010,5.16,Early,0,0,0,0,0,0,,,,0,30/07/2014,4,2,0,0,1.115885182
514,0,07/05/2010,Staffordshire Bull Terrier,0,11/10/2010,5.16,Early,0,0,0,0,0,0,,,,0,30/07/2014,4,3,,1,1.115885182
514,0,07/05/2010,Staffordshire Bull Terrier,0,11/10/2010,5.16,Early,0,0,0,0,0,0,,,,0,30/07/2014,4,4,,1,1.115885182
17,3,26/08/2011,English Springer Spaniel,1,30/01/2012,5.16,Early,0,0,0,0,0,0,12/09/2019,8.1,2782,1,,7.8,1,0,0,0.829315261
17,3,26/08/2011,English Springer Spaniel,1,30/01/2012,5.16,Early,0,0,0,0,0,0,12/09/2019,8.1,2782,1,,7.8,2,0,0,0.829315261
17,3,26/08/2011,English Springer Spaniel,1,30/01/2012,5.16,Early,0,0,0,0,0,0,12/09/2019,8.1,2782,1,,7.8,3,0,0,0.829315261
17,3,26/08/2011,English Springer Spaniel,1,30/01/2012,5.16,Early,0,0,0,0,0,0,12/09/2019,8.1,2782,1,,7.8,4,1,,0.829315261
579,3,30/10/2011,Welsh Corgi,0,04/04/2012,5.16,Early,0,0,0,0,0,0,,,,0,11/09/2012,0.6,1,0,0,1.047889164
579,3,30/10/2011,Welsh Corgi,0,04/04/2012,5.16,Early,0,0,0,0,0,0,,,,0,11/09/2012,0.6,2,,1,1.047889164
579,3,30/10/2011,Welsh Corgi,0,04/04/2012,5.16,Early,0,0,0,0,0,0,,,,0,11/09/2012,0.6,3,,1,1.047889164
579,3,30/10/2011,Welsh Corgi,0,04/04/2012,5.16,Early,0,0,0,0,0,0,,,,0,11/09/2012,0.6,4,,1,1.047889164
959,0,20/05/2012,Crossbreed,0,25/10/2012,5.2,Early,0,0,0,0,0,0,08/07/2020,8.1,2813,1,,7.9,1,0,0,1.037844653
959,0,20/05/2012,Crossbreed,0,25/10/2012,5.2,Early,0,0,0,0,0,0,08/07/2020,8.1,2813,1,,7.9,2,0,0,1.037844653
959,0,20/05/2012,Crossbreed,0,25/10/2012,5.2,Early,0,0,0,0,0,0,08/07/2020,8.1,2813,1,,7.9,3,0,0,1.037844653
959,0,20/05/2012,Crossbreed,0,25/10/2012,5.2,Early,0,0,0,0,0,0,08/07/2020,8.1,2813,1,,7.9,4,1,,1.037844653
929,2,26/11/2012,Crossbreed,1,03/05/2013,5.2,Early,0,0,0,0,0,0,24/06/2015,2.6,782,1,,2.3,1,0,0,1
929,2,26/11/2012,Crossbreed,1,03/05/2013,5.2,Early,0,0,0,0,0,0,24/06/2015,2.6,782,1,,2.3,2,1,,1
929,2,26/11/2012,Crossbreed,1,03/05/2013,5.2,Early,0,0,0,0,0,0,24/06/2015,2.6,782,1,,2.3,3,,1,1
929,2,26/11/2012,Crossbreed,1,03/05/2013,5.2,Early,0,0,0,0,0,0,24/06/2015,2.6,782,1,,2.3,4,,1,1
287,4,15/05/2010,Labrador Retriever,1,20/10/2010,5.2,Early,0,0,0,0,0,0,23/04/2018,7.9,2742,1,,7.7,1,0,0,0.843844031
287,4,15/05/2010,Labrador Retriever,1,20/10/2010,5.2,Early,0,0,0,0,0,0,23/04/2018,7.9,2742,1,,7.7,2,0,0,0.843844031
287,4,15/05/2010,Labrador Retriever,1,20/10/2010,5.2,Early,0,0,0,0,0,0,23/04/2018,7.9,2742,1,,7.7,3,0,0,0.843844031
287,4,15/05/2010,Labrador Retriever,1,20/10/2010,5.2,Early,0,0,0,0,0,0,23/04/2018,7.9,2742,1,,7.7,4,1,,0.843844031
275,2,08/09/2012,Crossbreed,0,14/02/2013,5.23,Early,0,0,0,0,0,0,,,,0,23/04/2016,3.4,1,0,0,1.20969889
275,2,08/09/2012,Crossbreed,0,14/02/2013,5.23,Early,0,0,0,0,0,0,,,,0,23/04/2016,3.4,2,0,0,1.20969889
275,2,08/09/2012,Crossbreed,0,14/02/2013,5.23,Early,0,0,0,0,0,0,,,,0,23/04/2016,3.4,3,,1,1.20969889
275,2,08/09/2012,Crossbreed,0,14/02/2013,5.23,Early,0,0,0,0,0,0,,,,0,23/04/2016,3.4,4,,1,1.20969889
538,0,21/11/2010,Crossbreed,1,29/04/2011,5.23,Early,0,0,0,0,0,0,28/11/2011,1,213,1,,0.8,1,1,0,1
538,0,21/11/2010,Crossbreed,1,29/04/2011,5.23,Early,0,0,0,0,0,0,28/11/2011,1,213,1,,0.8,2,,1,1
538,0,21/11/2010,Crossbreed,1,29/04/2011,5.23,Early,0,0,0,0,0,0,28/11/2011,1,213,1,,0.8,3,,1,1
538,0,21/11/2010,Crossbreed,1,29/04/2011,5.23,Early,0,0,0,0,0,0,28/11/2011,1,213,1,,0.8,4,,1,1
570,0,25/06/2011,Jack Russell Terrier,0,01/12/2011,5.23,Early,0,0,0,0,0,0,30/01/2013,1.6,426,1,,1.4,1,1,0,1
570,0,25/06/2011,Jack Russell Terrier,0,01/12/2011,5.23,Early,0,0,0,0,0,0,30/01/2013,1.6,426,1,,1.4,2,,1,1
570,0,25/06/2011,Jack Russell Terrier,0,01/12/2011,5.23,Early,0,0,0,0,0,0,30/01/2013,1.6,426,1,,1.4,3,,1,1
570,0,25/06/2011,Jack Russell Terrier,0,01/12/2011,5.23,Early,0,0,0,0,0,0,30/01/2013,1.6,426,1,,1.4,4,,1,1
287,0,28/09/2011,Rottweiler,1,05/03/2012,5.23,Early,0,0,0,0,0,0,16/09/2012,1,195,1,,0.7,1,1,0,1
287,0,28/09/2011,Rottweiler,1,05/03/2012,5.23,Early,0,0,0,0,0,0,16/09/2012,1,195,1,,0.7,2,,1,1
287,0,28/09/2011,Rottweiler,1,05/03/2012,5.23,Early,0,0,0,0,0,0,16/09/2012,1,195,1,,0.7,3,,1,1
287,0,28/09/2011,Rottweiler,1,05/03/2012,5.23,Early,0,0,0,0,0,0,16/09/2012,1,195,1,,0.7,4,,1,1
947,0,18/11/2010,Staffordshire Bull Terrier,0,26/04/2011,5.23,Early,0,0,0,0,0,0,,,,0,23/06/2023,8.2,1,0,0,1.192482036
947,0,18/11/2010,Staffordshire Bull Terrier,0,26/04/2011,5.23,Early,0,0,0,0,0,0,,,,0,23/06/2023,8.2,2,0,0,1.192482036
947,0,18/11/2010,Staffordshire Bull Terrier,0,26/04/2011,5.23,Early,0,0,0,0,0,0,,,,0,23/06/2023,8.2,3,0,0,1.192482036
947,0,18/11/2010,Staffordshire Bull Terrier,0,26/04/2011,5.23,Early,0,0,0,0,0,0,,,,0,23/06/2023,8.2,4,0,0,1.192482036
689,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,11/12/2012,1,202,1,,0.7,1,1,0,1
689,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,11/12/2012,1,202,1,,0.7,2,,1,1
689,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,11/12/2012,1,202,1,,0.7,3,,1,1
689,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,11/12/2012,1,202,1,,0.7,4,,1,1
287,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,,,,0,06/03/2017,5,1,0,0,0.832713715
287,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,,,,0,06/03/2017,5,2,0,0,0.832713715
287,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,,,,0,06/03/2017,5,3,0,0,0.832713715
287,3,16/12/2011,Labrador Retriever,1,23/05/2012,5.23,Early,0,0,0,0,0,0,,,,0,06/03/2017,5,4,,1,0.832713715
471,3,14/01/2012,Labrador Retriever,0,21/06/2012,5.23,Early,0,0,0,0,0,0,20/08/2014,2.6,790,1,,2.4,1,0,0,1
471,3,14/01/2012,Labrador Retriever,0,21/06/2012,5.23,Early,0,0,0,0,0,0,20/08/2014,2.6,790,1,,2.4,2,1,,1
471,3,14/01/2012,Labrador Retriever,0,21/06/2012,5.23,Early,0,0,0,0,0,0,20/08/2014,2.6,790,1,,2.4,3,,1,1
471,3,14/01/2012,Labrador Retriever,0,21/06/2012,5.23,Early,0,0,0,0,0,0,20/08/2014,2.6,790,1,,2.4,4,,1,1
9,3,09/12/2011,Crossbreed,0,16/05/2012,5.23,Early,0,0,0,0,0,0,02/01/2014,2.1,596,1,,1.8,1,1,0,1
9,3,09/12/2011,Crossbreed,0,16/05/2012,5.23,Early,0,0,0,0,0,0,02/01/2014,2.1,596,1,,1.8,2,,1,1
9,3,09/12/2011,Crossbreed,0,16/05/2012,5.23,Early,0,0,0,0,0,0,02/01/2014,2.1,596,1,,1.8,3,,1,1
9,3,09/12/2011,Crossbreed,0,16/05/2012,5.23,Early,0,0,0,0,0,0,02/01/2014,2.1,596,1,,1.8,4,,1,1
871,3,09/06/2012,German Short-Haired Pointer,1,15/11/2012,5.23,Early,0,1,0,0,0,1,11/07/2014,2.1,603,1,,1.8,1,1,0,1
871,3,09/06/2012,German Short-Haired Pointer,1,15/11/2012,5.23,Early,0,1,0,0,0,1,11/07/2014,2.1,603,1,,1.8,2,,1,1
871,3,09/06/2012,German Short-Haired Pointer,1,15/11/2012,5.23,Early,0,1,0,0,0,1,11/07/2014,2.1,603,1,,1.8,3,,1,1
871,3,09/06/2012,German Short-Haired Pointer,1,15/11/2012,5.23,Early,0,1,0,0,0,1,11/07/2014,2.1,603,1,,1.8,4,,1,1
84,3,04/10/2012,Chinese Shar-Pei,0,12/03/2013,5.23,Early,0,0,0,0,0,0,18/12/2017,5.2,1742,1,,5,1,0,0,1.047889164
84,3,04/10/2012,Chinese Shar-Pei,0,12/03/2013,5.23,Early,0,0,0,0,0,0,18/12/2017,5.2,1742,1,,5,2,0,0,1.047889164
84,3,04/10/2012,Chinese Shar-Pei,0,12/03/2013,5.23,Early,0,0,0,0,0,0,18/12/2017,5.2,1742,1,,5,3,1,,1.047889164
84,3,04/10/2012,Chinese Shar-Pei,0,12/03/2013,5.23,Early,0,0,0,0,0,0,18/12/2017,5.2,1742,1,,5,4,,1,1.047889164
82,2,10/04/2010,Labrador Retriever,0,17/09/2010,5.26,Early,0,0,0,0,0,0,25/03/2011,1,189,1,,0.7,1,1,0,1
82,2,10/04/2010,Labrador Retriever,0,17/09/2010,5.26,Early,0,0,0,0,0,0,25/03/2011,1,189,1,,0.7,2,,1,1
82,2,10/04/2010,Labrador Retriever,0,17/09/2010,5.26,Early,0,0,0,0,0,0,25/03/2011,1,189,1,,0.7,3,,1,1
82,2,10/04/2010,Labrador Retriever,0,17/09/2010,5.26,Early,0,0,0,0,0,0,25/03/2011,1,189,1,,0.7,4,,1,1
892,0,27/06/2012,Crossbreed,1,04/12/2012,5.26,Early,0,0,0,0,0,0,,,,0,07/12/2017,5.2,1,0,0,0.758024138
892,0,27/06/2012,Crossbreed,1,04/12/2012,5.26,Early,0,0,0,0,0,0,,,,0,07/12/2017,5.2,2,0,0,0.758024138
892,0,27/06/2012,Crossbreed,1,04/12/2012,5.26,Early,0,0,0,0,0,0,,,,0,07/12/2017,5.2,3,0,0,0.758024138
892,0,27/06/2012,Crossbreed,1,04/12/2012,5.26,Early,0,0,0,0,0,0,,,,0,07/12/2017,5.2,4,,1,0.758024138
623,4,28/05/2011,Crossbreed,0,04/11/2011,5.26,Early,0,0,0,0,0,0,,,,0,11/04/2023,8.2,1,0,0,1.565363616
623,4,28/05/2011,Crossbreed,0,04/11/2011,5.26,Early,0,0,0,0,0,0,,,,0,11/04/2023,8.2,2,0,0,1.565363616
623,4,28/05/2011,Crossbreed,0,04/11/2011,5.26,Early,0,0,0,0,0,0,,,,0,11/04/2023,8.2,3,0,0,1.565363616
623,4,28/05/2011,Crossbreed,0,04/11/2011,5.26,Early,0,0,0,0,0,0,,,,0,11/04/2023,8.2,4,0,0,1.565363616
796,3,29/12/2011,Crossbreed,0,06/06/2012,5.26,Early,0,0,0,0,0,0,18/08/2012,0.6,73,1,,0.4,1,1,0,1
796,3,29/12/2011,Crossbreed,0,06/06/2012,5.26,Early,0,0,0,0,0,0,18/08/2012,0.6,73,1,,0.4,2,,1,1
796,3,29/12/2011,Crossbreed,0,06/06/2012,5.26,Early,0,0,0,0,0,0,18/08/2012,0.6,73,1,,0.4,3,,1,1
796,3,29/12/2011,Crossbreed,0,06/06/2012,5.26,Early,0,0,0,0,0,0,18/08/2012,0.6,73,1,,0.4,4,,1,1
101,3,01/10/2011,Chinese Shar-Pei,0,09/03/2012,5.26,Early,0,0,0,0,0,0,14/10/2016,5,1680,1,,4.8,1,0,0,1.047889164
101,3,01/10/2011,Chinese Shar-Pei,0,09/03/2012,5.26,Early,0,0,0,0,0,0,14/10/2016,5,1680,1,,4.8,2,0,0,1.047889164
101,3,01/10/2011,Chinese Shar-Pei,0,09/03/2012,5.26,Early,0,0,0,0,0,0,14/10/2016,5,1680,1,,4.8,3,1,,1.047889164
101,3,01/10/2011,Chinese Shar-Pei,0,09/03/2012,5.26,Early,0,0,0,0,0,0,14/10/2016,5,1680,1,,4.8,4,,1,1.047889164
617,0,25/01/2010,Border Collie,0,05/07/2010,5.3,Early,0,0,0,0,0,0,30/03/2017,7.2,2460,1,,6.9,1,0,0,0.930676401
617,0,25/01/2010,Border Collie,0,05/07/2010,5.3,Early,0,0,0,0,0,0,30/03/2017,7.2,2460,1,,6.9,2,0,0,0.930676401
617,0,25/01/2010,Border Collie,0,05/07/2010,5.3,Early,0,0,0,0,0,0,30/03/2017,7.2,2460,1,,6.9,3,0,0,0.930676401
617,0,25/01/2010,Border Collie,0,05/07/2010,5.3,Early,0,0,0,0,0,0,30/03/2017,7.2,2460,1,,6.9,4,1,,0.930676401
731,0,20/11/2010,Crossbreed,0,30/04/2011,5.3,Early,0,0,0,0,0,0,31/01/2017,6.2,2103,1,,6,1,0,0,1.006332429
731,0,20/11/2010,Crossbreed,0,30/04/2011,5.3,Early,0,0,0,0,0,0,31/01/2017,6.2,2103,1,,6,2,0,0,1.006332429
731,0,20/11/2010,Crossbreed,0,30/04/2011,5.3,Early,0,0,0,0,0,0,31/01/2017,6.2,2103,1,,6,3,1,,1.006332429
731,0,20/11/2010,Crossbreed,0,30/04/2011,5.3,Early,0,0,0,0,0,0,31/01/2017,6.2,2103,1,,6,4,,1,1.006332429
609,1,26/11/2010,Labradoodle,0,06/05/2011,5.3,Early,0,0,0,0,0,0,,,,0,22/02/2020,8.2,1,0,0,0.917412425
609,1,26/11/2010,Labradoodle,0,06/05/2011,5.3,Early,0,0,0,0,0,0,,,,0,22/02/2020,8.2,2,0,0,0.917412425
609,1,26/11/2010,Labradoodle,0,06/05/2011,5.3,Early,0,0,0,0,0,0,,,,0,22/02/2020,8.2,3,0,0,0.917412425
609,1,26/11/2010,Labradoodle,0,06/05/2011,5.3,Early,0,0,0,0,0,0,,,,0,22/02/2020,8.2,4,0,0,0.917412425
892,2,09/03/2012,West Highland White Terrier,1,17/08/2012,5.3,Early,0,0,0,0,0,0,,,,0,17/04/2023,8.2,1,0,0,0.872468514
892,2,09/03/2012,West Highland White Terrier,1,17/08/2012,5.3,Early,0,0,0,0,0,0,,,,0,17/04/2023,8.2,2,0,0,0.872468514
892,2,09/03/2012,West Highland White Terrier,1,17/08/2012,5.3,Early,0,0,0,0,0,0,,,,0,17/04/2023,8.2,3,0,0,0.872468514
892,2,09/03/2012,West Highland White Terrier,1,17/08/2012,5.3,Early,0,0,0,0,0,0,,,,0,17/04/2023,8.2,4,0,0,0.872468514
783,3,07/10/2011,Staffordshire Bull Terrier,0,16/03/2012,5.3,Early,0,0,0,0,0,0,,,,0,22/09/2014,2.7,1,0,0,1.266718872
783,3,07/10/2011,Staffordshire Bull Terrier,0,16/03/2012,5.3,Early,0,0,0,0,0,0,,,,0,22/09/2014,2.7,2,0,0,1.266718872
783,3,07/10/2011,Staffordshire Bull Terrier,0,16/03/2012,5.3,Early,0,0,0,0,0,0,,,,0,22/09/2014,2.7,3,,1,1.266718872
783,3,07/10/2011,Staffordshire Bull Terrier,0,16/03/2012,5.3,Early,0,0,0,0,0,0,,,,0,22/09/2014,2.7,4,,1,1.266718872
89,3,15/05/2012,Miniature Poodle,1,23/10/2012,5.3,Early,0,0,0,0,0,0,14/04/2020,7.9,2730,1,,7.7,1,0,0,0.829163266
89,3,15/05/2012,Miniature Poodle,1,23/10/2012,5.3,Early,0,0,0,0,0,0,14/04/2020,7.9,2730,1,,7.7,2,0,0,0.829163266
89,3,15/05/2012,Miniature Poodle,1,23/10/2012,5.3,Early,0,0,0,0,0,0,14/04/2020,7.9,2730,1,,7.7,3,0,0,0.829163266
89,3,15/05/2012,Miniature Poodle,1,23/10/2012,5.3,Early,0,0,0,0,0,0,14/04/2020,7.9,2730,1,,7.7,4,1,,0.829163266
132,0,20/10/2010,Crossbreed,0,31/03/2011,5.33,Early,0,0,0,0,0,0,,,,0,16/10/2018,7.7,1,0,0,1.014129436
132,0,20/10/2010,Crossbreed,0,31/03/2011,5.33,Early,0,0,0,0,0,0,,,,0,16/10/2018,7.7,2,0,0,1.014129436
132,0,20/10/2010,Crossbreed,0,31/03/2011,5.33,Early,0,0,0,0,0,0,,,,0,16/10/2018,7.7,3,0,0,1.014129436
132,0,20/10/2010,Crossbreed,0,31/03/2011,5.33,Early,0,0,0,0,0,0,,,,0,16/10/2018,7.7,4,0,0,1.014129436
674,0,13/06/2010,Crossbreed,0,22/11/2010,5.33,Early,0,0,0,0,0,0,,,,0,27/04/2021,8.2,1,0,0,1.014129436
674,0,13/06/2010,Crossbreed,0,22/11/2010,5.33,Early,0,0,0,0,0,0,,,,0,27/04/2021,8.2,2,0,0,1.014129436
674,0,13/06/2010,Crossbreed,0,22/11/2010,5.33,Early,0,0,0,0,0,0,,,,0,27/04/2021,8.2,3,0,0,1.014129436
674,0,13/06/2010,Crossbreed,0,22/11/2010,5.33,Early,0,0,0,0,0,0,,,,0,27/04/2021,8.2,4,0,0,1.014129436
777,0,10/10/2011,Crossbreed,0,20/03/2012,5.33,Early,0,0,0,0,0,0,,,,0,21/04/2023,8.2,1,0,0,1.014129436
777,0,10/10/2011,Crossbreed,0,20/03/2012,5.33,Early,0,0,0,0,0,0,,,,0,21/04/2023,8.2,2,0,0,1.014129436
777,0,10/10/2011,Crossbreed,0,20/03/2012,5.33,Early,0,0,0,0,0,0,,,,0,21/04/2023,8.2,3,0,0,1.014129436
777,0,10/10/2011,Crossbreed,0,20/03/2012,5.33,Early,0,0,0,0,0,0,,,,0,21/04/2023,8.2,4,0,0,1.014129436
412,4,05/09/2012,Labrador Retriever,1,14/02/2013,5.33,Early,0,0,0,0,0,0,05/06/2014,1.8,476,1,,1.5,1,1,0,1
412,4,05/09/2012,Labrador Retriever,1,14/02/2013,5.33,Early,0,0,0,0,0,0,05/06/2014,1.8,476,1,,1.5,2,,1,1
412,4,05/09/2012,Labrador Retriever,1,14/02/2013,5.33,Early,0,0,0,0,0,0,05/06/2014,1.8,476,1,,1.5,3,,1,1
412,4,05/09/2012,Labrador Retriever,1,14/02/2013,5.33,Early,0,0,0,0,0,0,05/06/2014,1.8,476,1,,1.5,4,,1,1
878,4,09/05/2011,Cocker Spaniel,0,18/10/2011,5.33,Early,0,0,0,0,0,0,,,,0,20/06/2023,8.2,1,0,0,1.166629341
878,4,09/05/2011,Cocker Spaniel,0,18/10/2011,5.33,Early,0,0,0,0,0,0,,,,0,20/06/2023,8.2,2,0,0,1.166629341
878,4,09/05/2011,Cocker Spaniel,0,18/10/2011,5.33,Early,0,0,0,0,0,0,,,,0,20/06/2023,8.2,3,0,0,1.166629341
878,4,09/05/2011,Cocker Spaniel,0,18/10/2011,5.33,Early,0,0,0,0,0,0,,,,0,20/06/2023,8.2,4,0,0,1.166629341
319,3,01/01/2012,Chow Chow,1,11/06/2012,5.33,Early,0,1,1,0,0,0,15/11/2013,1.9,522,1,,1.6,1,1,0,1
319,3,01/01/2012,Chow Chow,1,11/06/2012,5.33,Early,0,1,1,0,0,0,15/11/2013,1.9,522,1,,1.6,2,,1,1
319,3,01/01/2012,Chow Chow,1,11/06/2012,5.33,Early,0,1,1,0,0,0,15/11/2013,1.9,522,1,,1.6,3,,1,1
319,3,01/01/2012,Chow Chow,1,11/06/2012,5.33,Early,0,1,1,0,0,0,15/11/2013,1.9,522,1,,1.6,4,,1,1
278,3,07/09/2011,Labrador Retriever,0,16/02/2012,5.33,Early,0,0,0,0,0,0,10/11/2014,3.2,998,1,,2.9,1,0,0,1
278,3,07/09/2011,Labrador Retriever,0,16/02/2012,5.33,Early,0,0,0,0,0,0,10/11/2014,3.2,998,1,,2.9,2,1,,1
278,3,07/09/2011,Labrador Retriever,0,16/02/2012,5.33,Early,0,0,0,0,0,0,10/11/2014,3.2,998,1,,2.9,3,,1,1
278,3,07/09/2011,Labrador Retriever,0,16/02/2012,5.33,Early,0,0,0,0,0,0,10/11/2014,3.2,998,1,,2.9,4,,1,1
649,0,29/05/2012,Yorkshire Terrier,0,08/11/2012,5.36,Early,0,0,0,0,0,0,,,,0,15/09/2014,2.1,1,0,0,1.064768018
649,0,29/05/2012,Yorkshire Terrier,0,08/11/2012,5.36,Early,0,0,0,0,0,0,,,,0,15/09/2014,2.1,2,,1,1.064768018
649,0,29/05/2012,Yorkshire Terrier,0,08/11/2012,5.36,Early,0,0,0,0,0,0,,,,0,15/09/2014,2.1,3,,1,1.064768018
649,0,29/05/2012,Yorkshire Terrier,0,08/11/2012,5.36,Early,0,0,0,0,0,0,,,,0,15/09/2014,2.1,4,,1,1.064768018
102,0,19/09/2011,Crossbreed,0,29/02/2012,5.36,Early,0,0,0,0,0,0,,,,0,28/04/2017,5.4,1,0,0,1.014129436
102,0,19/09/2011,Crossbreed,0,29/02/2012,5.36,Early,0,0,0,0,0,0,,,,0,28/04/2017,5.4,2,0,0,1.014129436
102,0,19/09/2011,Crossbreed,0,29/02/2012,5.36,Early,0,0,0,0,0,0,,,,0,28/04/2017,5.4,3,0,0,1.014129436
102,0,19/09/2011,Crossbreed,0,29/02/2012,5.36,Early,0,0,0,0,0,0,,,,0,28/04/2017,5.4,4,,1,1.014129436
74,3,11/04/2012,Crossbreed,1,21/09/2012,5.36,Early,0,0,0,0,0,0,02/07/2013,1.2,284,1,,1,1,1,0,1
74,3,11/04/2012,Crossbreed,1,21/09/2012,5.36,Early,0,0,0,0,0,0,02/07/2013,1.2,284,1,,1,2,,1,1
74,3,11/04/2012,Crossbreed,1,21/09/2012,5.36,Early,0,0,0,0,0,0,02/07/2013,1.2,284,1,,1,3,,1,1
74,3,11/04/2012,Crossbreed,1,21/09/2012,5.36,Early,0,0,0,0,0,0,02/07/2013,1.2,284,1,,1,4,,1,1
687,3,14/02/2012,Crossbreed,1,26/07/2012,5.36,Early,0,0,0,0,0,0,05/08/2014,2.5,740,1,,2.2,1,0,0,1
687,3,14/02/2012,Crossbreed,1,26/07/2012,5.36,Early,0,0,0,0,0,0,05/08/2014,2.5,740,1,,2.2,2,1,,1
687,3,14/02/2012,Crossbreed,1,26/07/2012,5.36,Early,0,0,0,0,0,0,05/08/2014,2.5,740,1,,2.2,3,,1,1
687,3,14/02/2012,Crossbreed,1,26/07/2012,5.36,Early,0,0,0,0,0,0,05/08/2014,2.5,740,1,,2.2,4,,1,1
545,3,16/01/2012,German Shepherd Dog,0,27/06/2012,5.36,Early,0,0,0,0,0,0,,,,0,21/01/2013,0.8,1,0,0,1.145227021
545,3,16/01/2012,German Shepherd Dog,0,27/06/2012,5.36,Early,0,0,0,0,0,0,,,,0,21/01/2013,0.8,2,,1,1.145227021
545,3,16/01/2012,German Shepherd Dog,0,27/06/2012,5.36,Early,0,0,0,0,0,0,,,,0,21/01/2013,0.8,3,,1,1.145227021
545,3,16/01/2012,German Shepherd Dog,0,27/06/2012,5.36,Early,0,0,0,0,0,0,,,,0,21/01/2013,0.8,4,,1,1.145227021
946,3,29/07/2012,Crossbreed,1,08/01/2013,5.36,Early,0,0,0,0,0,0,,,,0,28/09/2021,8.2,1,0,0,0.788714071
946,3,29/07/2012,Crossbreed,1,08/01/2013,5.36,Early,0,0,0,0,0,0,,,,0,28/09/2021,8.2,2,0,0,0.788714071
946,3,29/07/2012,Crossbreed,1,08/01/2013,5.36,Early,0,0,0,0,0,0,,,,0,28/09/2021,8.2,3,0,0,0.788714071
946,3,29/07/2012,Crossbreed,1,08/01/2013,5.36,Early,0,0,0,0,0,0,,,,0,28/09/2021,8.2,4,0,0,0.788714071
256,0,23/08/2011,Beagle,0,03/02/2012,5.39,Early,0,0,0,0,0,0,,,,0,19/06/2016,4.6,1,0,0,1.013215071
256,0,23/08/2011,Beagle,0,03/02/2012,5.39,Early,0,0,0,0,0,0,,,,0,19/06/2016,4.6,2,0,0,1.013215071
